...1,filename,sentence,file_id2,newspaper_name,newspaper_state,date,year,month,day,page,edition,mod_id,unnamed_0,file_id,article_id,sn,filepath,url2
108159,19862_0.txt,Sept. 28- Great mob in Omaha lynched,19862_0,"Audubon County journal. (Exira, Iowa)",Iowa,1920-01-01,1920,1,1,seq-6,ed-1,1,3350,19862,0,sn87057934,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19862_0.txt,https://articleextractor.org/pages/19862/iahi_kutcher_ver01/sn87057934/1920/01/01/ed-1/seq-6/0?user_id=6
91622,19110_0.txt,Sept. 29 Two- negroes lynched by mob,19110_0,"New Mexico state record. (Santa Fe, N.M.)",New Mexico,1920-01-02,1920,1,2,seq-6,ed-1,1,8935,19110,0,sn93061701,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19110_0.txt,https://articleextractor.org/pages/19110/nmu_austen_ver01/sn93061701/1920/01/02/ed-1/seq-6/0?user_id=6
26893,9588_0.txt,"Human Society Without Laws"" Their ployer and the latter's wife; burned",9588_0,"Richmond planet (Richmond, Va.)",Virginia,1920-01-03,1920,1,3,seq-10,ed-1,1,12064,9588,0,sn84025841,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/9588_0.txt,https://articleextractor.org/pages/9588/vi_lauren_ver02/sn84025841/1920/01/03/ed-1/seq-10/0?user_id=6
139751,87069_0.txt,"LYNCHING RECORD, 1919",87069_0,"Phoenix tribune (Phoenix, Ariz.)",Arizona,1920-01-03,1920,1,3,seq-2,ed-1,1,1005,87069,0,sn96060881,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87069_0.txt,https://articleextractor.org/pages/87069/az_campfiregoneout_ver03/sn96060881/1920/01/03/ed-1/seq-2/0?user_id=6
133124,86820_0.txt,GEORGIA LEADS IN,86820_0,NA,Nebraska,1920-01-08,1920,1,8,seq-1,ed-1,1,7657,86820,0,00225879,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86820_0.txt,https://articleextractor.org/pages/86820/nbu_indescribablebeast_ver01/00225879/1/8/ed-1/seq-1/1/1920/01/08/ed-1/seq-1/0?user_id=6
133155,86820_1.txt,"NETHAWAY, ALLEGED",86820_1,NA,Nebraska,1920-01-08,1920,1,8,seq-1,ed-1,1,7655,86820,1,00225879,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86820_1.txt,https://articleextractor.org/pages/86820/nbu_indescribablebeast_ver01/00225879/1/8/ed-1/seq-1/1/1920/01/08/ed-1/seq-1/0?user_id=6
139817,87070_0.txt,The lynching of seventy- six colored,87070_0,"Phoenix tribune (Phoenix, Ariz.)",Arizona,1920-01-10,1920,1,10,seq-2,ed-1,1,1006,87070,0,sn96060881,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87070_0.txt,https://articleextractor.org/pages/87070/az_campfiregoneout_ver03/sn96060881/1920/01/10/ed-1/seq-2/0?user_id=6
132996,86819_0.txt,THE NETHAWAY TRIAL.,86819_0,NA,Nebraska,1920-01-15,1920,1,15,seq-4,ed-1,1,7659,86819,0,00225879,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86819_0.txt,https://articleextractor.org/pages/86819/nbu_indescribablebeast_ver01/00225879/1/15/ed-1/seq-4/1/1920/01/15/ed-1/seq-4/0?user_id=6
133048,86819_1.txt,NON- CONVICTION OF RIOTERS,86819_1,NA,Nebraska,1920-01-15,1920,1,15,seq-4,ed-1,1,7658,86819,1,00225879,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86819_1.txt,https://articleextractor.org/pages/86819/nbu_indescribablebeast_ver01/00225879/1/15/ed-1/seq-4/1/1920/01/15/ed-1/seq-4/0?user_id=6
34152,13951_0.txt,Sister Gives Bond.,13951_0,Omaha daily bee. (Omaha [Neb.]),Nebraska,1920-01-18,1920,1,18,seq-2,ed-1,1,7465,13951,0,sn99021999,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/13951_0.txt,https://articleextractor.org/pages/13951/nbu_coreopsis_ver01/sn99021999/1920/01/18/ed-1/seq-2/0?user_id=6
82907,18676_0.txt,Lynch Is Sentenced for Murder.,18676_0,"The Evening Missourian (Columbia, Mo.)",Missouri,1920-02-09,1920,2,9,seq-1,ed-1,1,6424,18676,0,sn89066315,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18676_0.txt,https://articleextractor.org/pages/18676/mohi_carver_ver01/sn89066315/1920/02/09/ed-1/seq-1/0?user_id=6
83056,18703_0.txt,Attempted Lynching Causes Clash at Lexington Jail in,18703_0,"El Paso herald. (El Paso, Tex.)",Texas,1920-02-09,1920,2,9,seq-1,ed-1,1,11434,18703,0,sn88084272,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18703_0.txt,https://articleextractor.org/pages/18703/txdn_fiji_ver01/sn88084272/1920/02/09/ed-1/seq-1/0?user_id=6
88263,18981_0.txt,"Lexington, Ky., Feb. 9.- Martial law prevails here tonight, fol",18981_0,"Great Falls daily tribune (Great Falls, Mo...)",Montana,1920-02-10,1920,2,10,seq-1,ed-1,1,7217,18981,0,sn84024808,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18981_0.txt,https://articleextractor.org/pages/18981/mthi_alderfly_ver01/sn84024808/1920/02/10/ed-1/seq-1/0?user_id=6
