...1,filename,sentence,file_id2,newspaper_name,newspaper_state,date,year,month,day,page,edition,mod_id,unnamed_0,file_id,article_id,sn,filepath,url2
149898,87470_0.txt,"JANUARY 4, 1860.- TRIPLE",87470_0,The New York herald (New York [N.Y.]),New York,1860-01-04,1860,1,4,seq-8,ed-1,1,2283,87470,0,sn83030313,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87470_0.txt,https://articleextractor.org/pages/87470/dlc_kudzu_ver01/sn83030313/1860/01/04/ed-1/seq-8/0?user_id=6
117053,86107_0.txt,EXCITEMENT IN NATCHEZ.- The Vicksburg Whig of the,86107_0,"Richmond daily Whig (Richmond, Va.)",Virginia,1860-01-24,1860,1,24,seq-3,ed-1,1,11821,86107,0,sn84024656,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86107_0.txt,https://articleextractor.org/pages/86107/vi_balikun_ver01/sn84024656/1860/01/24/ed-1/seq-3/0?user_id=6
149923,87471_0.txt,The Late Case of Lynching Law in South,87471_0,"The Opelousas patriot (Opelousas, Pari...)",Louisiana,1860-01-28,1860,1,28,seq-2,ed-1,1,5041,87471,0,sn86079076,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87471_0.txt,https://articleextractor.org/pages/87471/lu_charizard_ver01/sn86079076/1860/01/28/ed-1/seq-2/0?user_id=6
57751,17225_0.txt,Origin of Lynch Law.,17225_0,"Shepherdstown register (Shepherdstown, ...)",West Virginia,1860-02-25,1860,2,25,seq-2,ed-1,1,13347,17225,0,sn84026824,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17225_0.txt,https://articleextractor.org/pages/17225/wvu_antares_ver02/sn84026824/1860/02/25/ed-1/seq-2/0?user_id=6
116461,86071_0.txt,"EXCITEMENT AT LOUISVILLE, KY.",86071_0,"Richmond daily Whig (Richmond, Va.)",Virginia,1860-03-03,1860,3,3,seq-1,ed-1,1,11822,86071,0,sn84024656,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86071_0.txt,https://articleextractor.org/pages/86071/vi_balikun_ver01/sn84024656/1860/03/03/ed-1/seq-1/0?user_id=6
116418,86069_0.txt,Two MEN AND A WOMAN HUNG BY LYNCH LAW.,86069_0,The New York herald (New York [N.Y.]),New York,1860-03-08,1860,3,8,seq-7,ed-1,1,2288,86069,0,sn83030313,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86069_0.txt,https://articleextractor.org/pages/86069/dlc_kudzu_ver01/sn83030313/1860/03/08/ed-1/seq-7/0?user_id=6
144692,87344_0.txt,"lynched,",87344_0,"Red Wing sentinel (Red Wing, M.T. ...)",Minnesota,1860-03-21,1860,3,21,seq-1,ed-1,1,5758,87344,0,sn85025569,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87344_0.txt,https://articleextractor.org/pages/87344/mnhi_datsun_ver01/sn85025569/1860/03/21/ed-1/seq-1/0?user_id=6
86572,18880_0.txt,The Arrest of Sanborn --- Further Particulars,18880_0,Lynchburg daily Virginian (Lynchburg [Va.]),Virginia,1860-04-07,1860,4,7,seq-2,ed-1,1,11956,18880,0,sn85034360,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18880_0.txt,https://articleextractor.org/pages/18880/vi_exmoor_ver01/sn85034360/1860/04/07/ed-1/seq-2/0?user_id=6
86655,18880_1.txt,FROM NEW MEXICO AND THE PLAINS.- The,18880_1,Lynchburg daily Virginian (Lynchburg [Va.]),Virginia,1860-04-07,1860,4,7,seq-2,ed-1,1,11957,18880,1,sn85034360,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18880_1.txt,https://articleextractor.org/pages/18880/vi_exmoor_ver01/sn85034360/1860/04/07/ed-1/seq-2/0?user_id=6
144708,87345_0.txt,rests.,87345_0,Cleveland morning leader (Cleveland [Ohio...),Ohio,1860-04-27,1860,4,27,seq-2,ed-1,1,9598,87345,0,sn83035143,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87345_0.txt,https://articleextractor.org/pages/87345/ohi_desdemona_ver01/sn83035143/1860/04/27/ed-1/seq-2/0?user_id=6
144724,87347_0.txt,Mob in Baltimore.,87347_0,"Daily intelligencer (Wheeling, Va. [...)",West Virginia,1860-04-27,1860,4,27,seq-3,ed-1,2,13353,87347,0,sn84026845,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87347_0.txt,https://articleextractor.org/pages/87347/wvu_austria_ver01/sn84026845/1860/04/27/ed-1/seq-3/0?user_id=6
144772,87349_0.txt,organized,87349_0,"The press and tribune (Chicago, Ill.)",Illinois,1860-04-27,1860,4,27,seq-4,ed-1,2,1973,87349,0,sn82014511,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87349_0.txt,https://articleextractor.org/pages/87349/dlc_belmont_ver02/sn82014511/1860/04/27/ed-1/seq-4/0?user_id=6
149873,87468_0.txt,"Gunnison, a prominent abolitionist, was pursued by an",87468_0,"Richmond daily Whig (Richmond, Va.)",Virginia,1860-04-27,1860,4,27,seq-3,ed-1,1,11824,87468,0,sn84024656,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87468_0.txt,https://articleextractor.org/pages/87468/vi_balikun_ver01/sn84024656/1860/04/27/ed-1/seq-3/0?user_id=6
144745,87348_0.txt,from whence the police escorted him to a moral,87348_0,"Newbern weekly progress (Newbern, N.C.)",North Carolina,1860-05-01,1860,5,1,seq-2,ed-1,1,7896,87348,0,sn84026547,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87348_0.txt,https://articleextractor.org/pages/87348/ncu_cane_ver01/sn84026547/1860/05/01/ed-1/seq-2/0?user_id=6
18125,8726_0.txt,ABOLITIONISM IN BALTIMORE! VIOLENT,8726_0,The North-Carolinian (Fayetteville [N...),North Carolina,1860-05-05,1860,5,5,seq-3,ed-1,1,8266,8726,0,sn84020750,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8726_0.txt,https://articleextractor.org/pages/8726/ncu_jefferson_ver02/sn84020750/1860/05/05/ed-1/seq-3/0?user_id=6
146964,87392_0.txt,"Mr. Gurmison, a prominent abolitionist, was",87392_0,"Anti-slavery bugle (New-Lisbon, Ohi...)",Ohio,1860-05-05,1860,5,5,seq-1,ed-1,1,9360,87392,0,sn83035487,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87392_0.txt,https://articleextractor.org/pages/87392/ohi_ariel_ver02/sn83035487/1860/05/05/ed-1/seq-1/0?user_id=6
110245,19933_0.txt,A party of men on the night of the 13th entered,19933_0,"New Orleans daily crescent ([New Orleans, L...)",Louisiana,1860-06-20,1860,6,20,seq-1,ed-1,1,5120,19933,0,sn82015753,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19933_0.txt,https://articleextractor.org/pages/19933/lu_qualchan_ver01/sn82015753/1860/06/20/ed-1/seq-1/0?user_id=6
