...1,filename,sentence,file_id2,newspaper_name,newspaper_state,date,year,month,day,page,edition,mod_id,unnamed_0,file_id,article_id,sn,filepath,url2
113246,20045_0.txt,GOVERNOR RICHARDSON of South,20045_0,"Perrysburg journal. (Perrysburg, Woo...)",Ohio,1890-01-08,1890,1,8,seq-2,ed-1,1,9695,20045,0,sn87076843,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/20045_0.txt,https://articleextractor.org/pages/20045/ohi_foxtrot_ver01/sn87076843/1890/01/08/ed-1/seq-2/0?user_id=6
113253,20045_1.txt,ex- Empress was 68 years old.],20045_1,"Perrysburg journal. (Perrysburg, Woo...)",Ohio,1890-01-08,1890,1,8,seq-2,ed-1,1,9696,20045,1,sn87076843,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/20045_1.txt,https://articleextractor.org/pages/20045/ohi_foxtrot_ver01/sn87076843/1890/01/08/ed-1/seq-2/0?user_id=6
49758,16852_0.txt,The report of the lynching of Jus,16852_0,"Saint Mary's beacon (Leonard Town, M...)",Maryland,1890-01-16,1890,1,16,seq-2,ed-1,1,5193,16852,0,sn82006687,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16852_0.txt,https://articleextractor.org/pages/16852/mdu_fitzgerald_ver01/sn82006687/1890/01/16/ed-1/seq-2/0?user_id=6
64123,17456_0.txt,"ATHENS, Jan. 17.- All the",17456_0,Morning journal and courier (New Haven [Conn...),Connecticut,1890-01-18,1890,1,18,seq-3,ed-1,1,1472,17456,0,sn82015483,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17456_0.txt,https://articleextractor.org/pages/17456/ct_forest_ver01/sn82015483/1890/01/18/ed-1/seq-3/0?user_id=6
136637,86967_0.txt,Accuse Innocent Men.,86967_0,"The Cheyenne daily leader (Cheyenne, Wyo.) 1887-1895",Wyoming,1890-01-31,1890,1,31,seq-1,ed-1,1,13602,86967,0,sn86072173,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86967_0.txt,https://articleextractor.org/pages/86967/wyu_calpet_ver02/sn86072173/1890/01/31/ed-1/seq-1/0?user_id=6
112577,20013_0.txt,the alleged Republican tyran,20013_0,The Indianapolis journal (Indianapolis [I...),Indiana,1890-02-11,1890,2,11,seq-4,ed-1,1,3429,20013,0,sn82015679,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/20013_0.txt,https://articleextractor.org/pages/20013/in_ashbel_ver01/sn82015679/1890/02/11/ed-1/seq-4/0?user_id=6
44069,14610_0.txt,William Larkin( colored) was lynched,14610_0,"Grant County herald (Lancaster, Wis.)",Wisconsin,1890-02-20,1890,2,20,seq-4,ed-1,1,13290,14610,0,sn85033133,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14610_0.txt,https://articleextractor.org/pages/14610/whi_jyme_ver01/sn85033133/1890/02/20/ed-1/seq-4/0?user_id=6
87090,18919_0.txt,4. Christ's Self- defense and Escape.,18919_0,"The National tribune (Washington, D.C...)",District of Columbia,1890-02-20,1890,2,20,seq-7,ed-1,1,2116,18919,0,sn82016187,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18919_0.txt,https://articleextractor.org/pages/18919/dlc_franklin_ver01/sn82016187/1890/02/20/ed-1/seq-7/0?user_id=6
113615,20065_0.txt,LYNCHED. NEGRO,20065_0,"Fort Worth daily gazette. (Fort Worth, Tex...)",Texas,1890-03-01,1890,3,1,seq-5,ed-1,1,11448,20065,0,sn86064205,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/20065_0.txt,https://articleextractor.org/pages/20065/txdn_golf_ver01/sn86064205/1890/03/01/ed-1/seq-5/0?user_id=6
136615,86966_0.txt,QUICK WORK.,86966_0,"The Cheyenne daily leader (Cheyenne, Wyo.) 1887-1895",Wyoming,1890-03-02,1890,3,2,seq-1,ed-1,1,13603,86966,0,sn86072173,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86966_0.txt,https://articleextractor.org/pages/86966/wyu_calpet_ver02/sn86072173/1890/03/02/ed-1/seq-1/0?user_id=6
136562,86965_0.txt,MYSTERIOUS MURDER.,86965_0,"The Cheyenne daily leader (Cheyenne, Wyo.) 1887-1895",Wyoming,1890-03-11,1890,3,11,seq-1,ed-1,1,13604,86965,0,sn86072173,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86965_0.txt,https://articleextractor.org/pages/86965/wyu_calpet_ver02/sn86072173/1890/03/11/ed-1/seq-1/0?user_id=6
136599,86965_1.txt,Would- Be Lynchers Repulsed.,86965_1,"The Cheyenne daily leader (Cheyenne, Wyo.) 1887-1895",Wyoming,1890-03-11,1890,3,11,seq-1,ed-1,1,13605,86965,1,sn86072173,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86965_1.txt,https://articleextractor.org/pages/86965/wyu_calpet_ver02/sn86072173/1890/03/11/ed-1/seq-1/0?user_id=6
118881,86179_0.txt,"IN a quarrel on the 1st at Mallie, Col.,",86179_0,"Mower County transcript (Lansing, Minn.)",Minnesota,1890-03-12,1890,3,12,seq-2,ed-1,1,6305,86179,0,sn85025431,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86179_0.txt,https://articleextractor.org/pages/86179/mnhi_quasar_ver01/sn85025431/1890/03/12/ed-1/seq-2/0?user_id=6
118884,86179_1.txt,the butts of their revolvers.,86179_1,"Mower County transcript (Lansing, Minn.)",Minnesota,1890-03-12,1890,3,12,seq-2,ed-1,1,6306,86179,1,sn85025431,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86179_1.txt,https://articleextractor.org/pages/86179/mnhi_quasar_ver01/sn85025431/1890/03/12/ed-1/seq-2/0?user_id=6
